time,Cr_at_center,Cr_at_surface,defect_max
3930,0.19730149171943,0.17,5.368987e-07
3940,0.19728911128609,0.17,5.382646e-07
3950,0.19727673325607,0.17,5.396305e-07
3960,0.19726435773669,0.17,5.409964e-07
3970,0.19725198483405,0.17,5.423623e-07
3980,0.19723961465306,0.17,5.437282e-07
3990,0.19722724729744,0.17,5.450941e-07
4000,0.19721488286976,0.17,5.4646e-07
4010,0.19720252147142,0.17,5.478259e-07
4020,0.19719016320265,0.17,5.491918e-07
4030,0.19717780816258,0.17,5.505577e-07
4040,0.19716545644918,0.17,5.519236e-07
4050,0.19715310815932,0.17,5.532895e-07
4060,0.19714076338876,0.17,5.546554e-07
4070,0.19712842223217,0.17,5.560213e-07
4080,0.19711608478313,0.17,5.573872e-07
4090,0.19710375113413,0.17,5.587531e-07
4100,0.19709142137663,0.17,5.60119e-07
4110,0.19707909560099,0.17,5.614849e-07
4120,0.19706677389658,0.17,5.628508e-07
4130,0.19705445635169,0.17,5.642167e-07
4140,0.19704214305359,0.17,5.655826e-07
4150,0.19702983408857,0.17,5.669485e-07
4160,0.19701752954188,0.17,5.683144e-07
4170,0.19700522949777,0.17,5.696803e-07
4180,0.19699293403955,0.17,5.710462e-07
4190,0.19698064324949,0.17,5.724121e-07
4200,0.19696835720895,0.17,5.73778e-07
4210,0.19695607599829,0.17,5.751439e-07
4220,0.19694379969695,0.17,5.765098e-07
4230,0.1969315283834,0.17,5.778757e-07
4240,0.19691926213522,0.17,5.792416e-07
4250,0.19690700102902,0.17,5.806075e-07
4260,0.19689474514053,0.17,5.819734e-07
4270,0.19688249454458,0.17,5.833393e-07
4280,0.19687024931507,0.17,5.847052e-07
4290,0.19685800952504,0.17,5.860711e-07
4300,0.19684577524666,0.17,5.87437e-07
4310,0.19683354655119,0.17,5.888029e-07
4320,0.19682132350908,0.17,5.901688e-07
4330,0.19680910618988,0.17,5.915347e-07
4340,0.19679689466232,0.17,5.929006e-07
4350,0.19678468899429,0.17,5.942665e-07
4360,0.19677248925284,0.17,5.956324e-07
4370,0.19676029550422,0.17,5.969983e-07
4380,0.19674810781384,0.17,5.983642e-07
4390,0.19673592624634,0.17,5.997301e-07
